0:	00000110
1:	00000010
2:	00000011
3:	00000101
4:	00000100
5:	00000111
6:	00000110
7:	00000111
8:	00001000
9:	00001001
10:	00001010
11:	00001011
12:	00001100
13:	00001101
14:	00001110
15:	00001111
16:	00010000
17:	00010001
18:	00000011
19:	00000001
20:	00000000
21:	00000011
22:	00000010
23:	00000000
24:	00000001
25:	00000011
26:	00000101
27:	00000011
28:	00000000
29:	00011101
30:	00011110
31:	00011111
32:	00100000
33:	00100001
34:	00100010
35:	00100011
36:	00100100
37:	00100101
38:	00100110
39:	00100111
40:	00101000
41:	00101001
42:	00101010
43:	00101011
44:	00101100
45:	00101101
46:	00101110
47:	00101111
48:	00110000
49:	00110001
50:	00110010
51:	00110011
52:	00110100
53:	00110101
54:	00110110
55:	00110111
56:	00111000
57:	00111001
58:	00111010
59:	00111011
60:	00111100
61:	00111101
62:	00111110
63:	00111111
64:	01000000
65:	01000001
66:	01000010
67:	01000011
68:	01000100
69:	01000101
70:	01000110
71:	01000111
72:	01001000
73:	01001001
74:	01001010
75:	01001011
76:	01001100
77:	01001101
78:	01001110
79:	01001111
80:	01010000
81:	01010001
82:	01010010
83:	01010011
84:	01010100
85:	01010101
86:	01010110
87:	00000101
88:	00000110
89:	00000000
90:	00000111
91:	00000111
92:	00000110
93:	00000100
94:	00000000
95:	00000101
96:	00000100
97:	00000010
98:	00000011
99:	00000001
100:	00000010
101:	00000000
102:	00000001
103:	00000111
104:	00000000
105:	00000110
106:	00000000
107:	00000011
108:	00000000
109:	00000110
110:	00000010
111:	00000001
112:	00000010
113:	00000101
114:	00000110
115:	00000100
116:	00000100
117:	00000010
118:	00000011
119:	00000011
120:	00000100
121:	00000110
122:	00000010
123:	00000010
124:	00000001
125:	00000101
126:	00000100
127:	00000101
128:	10000000
129:	10000001
130:	10000010
131:	10000011
132:	10000100
133:	10000101
134:	10000110
135:	10000111
136:	10001000
137:	10001001
138:	10001010
139:	10001011
140:	10001100
141:	10001101
142:	10001110
143:	10001111
144:	10010000
145:	10010001
146:	10010010
147:	00000110
148:	00000011
149:	00000100
150:	00000000
151:	00000100
152:	00000001
153:	00000100
154:	00000010
155:	00000100
156:	00000110
157:	00000101
158:	10011110
159:	10011111
160:	10100000
161:	10100001
162:	10100010
163:	10100011
164:	10100100
165:	10100101
166:	10100110
167:	10100111
168:	10101000
169:	10101001
170:	10101010
171:	10101011
172:	10101100
173:	10101101
174:	10101110
175:	10101111
176:	10110000
177:	10110001
178:	10110010
179:	10110011
180:	10110100
181:	10110101
182:	10110110
183:	10110111
184:	10111000
185:	10111001
186:	10111010
187:	10111011
188:	10111100
189:	10111101
190:	10111110
191:	10111111
192:	11000000
193:	11000001
194:	11000010
195:	11000011
196:	11000100
197:	11000101
198:	11000110
199:	11000111
200:	11001000
201:	11001001
202:	11001010
203:	11001011
204:	11001100
205:	11001101
206:	11001110
207:	11001111
208:	11010000
209:	11010001
210:	11010010
211:	11010011
212:	11010100
213:	11010101
214:	11010110
215:	11010111
216:	11011000
217:	11011001
218:	11011010
219:	11011011
220:	11011100
221:	11011101
222:	11011110
223:	11011111
224:	11100000
225:	11100001
226:	11100010
227:	11100011
228:	11100100
229:	11100101
230:	11100110
231:	11100111
232:	11101000
233:	11101001
234:	11101010
235:	11101011
236:	11101100
237:	11101101
238:	00000010
239:	00000010
240:	00000110
241:	00000010
242:	00000000
243:	00000001
244:	00000101
245:	00000010
246:	00000010
247:	00000011
248:	00000010
249:	00000110
250:	00000101
251:	00000111
252:	00000010
253:	00000001
254:	00000111
255:	00000110
256:	00000011
257:	00000101
258:	00000010
259:	00000011
260:	00000100
261:	00000101
262:	00000110
263:	00000111
264:	00001000
265:	00001001
266:	00001010
267:	00001011
268:	00001100
269:	00001101
270:	00001110
271:	00001111
272:	00010000
273:	00010001
274:	00010010
275:	00010011
276:	00010100
277:	00010101
278:	00010110
279:	00010111
280:	00011000
281:	00011001
282:	00011010
283:	00011011
284:	00011100
285:	00011101
286:	00011110
287:	00011111
288:	00100000
289:	00100001
290:	00100010
291:	00100011
292:	00100100
293:	00100101
294:	00100110
295:	00100111
296:	00101000
297:	00101001
298:	00101010
299:	00101011
300:	00101100
301:	00101101
302:	00101110
303:	00101111
304:	00110000
305:	00110001
306:	00110010
307:	00110011
308:	00110100
309:	00110101
310:	00110110
311:	00110111
312:	00111000
313:	00111001
314:	00111010
315:	00111011
316:	00111100
317:	00111101
318:	00111110
319:	00111111
320:	01000000
321:	01000001
322:	01000010
323:	01000011
324:	01000100
325:	01000101
326:	01000110
327:	01000111
328:	01001000
329:	01001001
330:	01001010
331:	01001011
332:	01001100
333:	01001101
334:	01001110
335:	01001111
336:	01010000
337:	01010001
338:	01010010
339:	01010011
340:	01010100
341:	01010101
342:	01010110
343:	01010111
344:	01011000
345:	01011001
346:	01011010
347:	01011011
348:	01011100
349:	01011101
350:	01011110
351:	01011111
352:	01100000
353:	01100001
354:	01100010
355:	01100011
356:	01100100
357:	01100101
358:	01100110
359:	01100111
360:	01101000
361:	01101001
362:	01101010
363:	01101011
364:	01101100
365:	01101101
366:	01101110
367:	01101111
368:	01110000
369:	01110001
370:	01110010
371:	01110011
372:	01110100
373:	01110101
374:	01110110
375:	01110111
376:	01111000
377:	01111001
378:	01111010
379:	01111011
380:	01111100
381:	01111101
382:	01111110
383:	01111111
384:	10000000
385:	10000001
386:	10000010
387:	10000011
388:	10000100
389:	10000101
390:	10000110
391:	10000111
392:	10001000
393:	10001001
394:	10001010
395:	10001011
396:	10001100
397:	10001101
398:	10001110
399:	10001111
400:	10010000
401:	10010001
402:	10010010
403:	10010011
404:	10010100
405:	10010101
406:	10010110
407:	10010111
408:	10011000
409:	10011001
410:	10011010
411:	10011011
412:	10011100
413:	10011101
414:	10011110
415:	10011111
416:	10100000
417:	10100001
418:	10100010
419:	10100011
420:	10100100
421:	10100101
422:	10100110
423:	10100111
424:	10101000
425:	10101001
426:	10101010
427:	10101011
428:	10101100
429:	10101101
430:	10101110
431:	10101111
432:	10110000
433:	10110001
434:	10110010
435:	10110011
436:	10110100
437:	10110101
438:	10110110
439:	10110111
440:	10111000
441:	10111001
442:	10111010
443:	10111011
444:	10111100
445:	10111101
446:	10111110
447:	10111111
448:	11000000
449:	11000001
450:	11000010
451:	11000011
452:	11000100
453:	11000101
454:	11000110
455:	11000111
456:	11001000
457:	11001001
458:	11001010
459:	11001011
460:	11001100
461:	11001101
462:	11001110
463:	11001111
464:	11010000
465:	11010001
466:	11010010
467:	11010011
468:	11010100
469:	11010101
470:	11010110
471:	11010111
472:	11011000
473:	11011001
474:	11011010
475:	11011011
476:	11011100
477:	11011101
478:	11011110
479:	11011111
480:	11100000
481:	11100001
482:	11100010
483:	11100011
484:	11100100
485:	11100101
486:	11100110
487:	11100111
488:	11101000
489:	11101001
490:	11101010
491:	11101011
492:	11101100
493:	11101101
494:	11101110
495:	11101111
496:	11110000
497:	11110001
498:	11110010
499:	11110011
500:	11110100
501:	11110101
502:	11110110
503:	11110111
504:	11111000
505:	11111001
506:	11111010
507:	11111011
508:	11111100
509:	11111101
510:	11111110
511:	11111111
512:	00000000
513:	00000001
514:	00000010
515:	00000011
516:	00000100
517:	00000101
518:	00000110
519:	00000111
520:	00001000
521:	00001001
522:	00001010
523:	00001011
524:	00001100
525:	00001101
526:	00001110
527:	00001111
528:	00010000
529:	00010001
530:	00010010
531:	00010011
532:	00010100
533:	00010101
534:	00010110
535:	00010111
536:	00011000
537:	00011001
538:	00011010
539:	00011011
540:	00011100
541:	00011101
542:	00011110
543:	00011111
544:	00100000
545:	00100001
546:	00100010
547:	00100011
548:	00100100
549:	00100101
550:	00100110
551:	00100111
552:	00101000
553:	00101001
554:	00101010
555:	00101011
556:	00101100
557:	00101101
558:	00101110
559:	00101111
560:	00110000
561:	00110001
562:	00110010
563:	00110011
564:	00110100
565:	00110101
566:	00110110
567:	00110111
568:	00111000
569:	00111001
570:	00111010
571:	00111011
572:	00111100
573:	00111101
574:	00111110
575:	00111111
576:	01000000
577:	01000001
578:	01000010
579:	01000011
580:	01000100
581:	01000101
582:	01000110
583:	01000111
584:	01001000
585:	01001001
586:	01001010
587:	01001011
588:	01001100
589:	01001101
590:	01001110
591:	01001111
592:	01010000
593:	01010001
594:	01010010
595:	01010011
596:	01010100
597:	01010101
598:	01010110
599:	01010111
600:	01011000
601:	01011001
602:	01011010
603:	01011011
604:	01011100
605:	01011101
606:	01011110
607:	01011111
608:	01100000
609:	01100001
610:	01100010
611:	01100011
612:	01100100
613:	01100101
614:	01100110
615:	01100111
616:	01101000
617:	01101001
618:	01101010
619:	01101011
620:	01101100
621:	01101101
622:	01101110
623:	01101111
624:	01110000
625:	01110001
626:	01110010
627:	01110011
628:	01110100
629:	01110101
630:	01110110
631:	01110111
632:	01111000
633:	01111001
634:	01111010
635:	01111011
636:	01111100
637:	01111101
638:	01111110
639:	01111111
640:	10000000
641:	10000001
642:	10000010
643:	10000011
644:	10000100
645:	10000101
646:	10000110
647:	10000111
648:	10001000
649:	10001001
650:	10001010
651:	10001011
652:	10001100
653:	10001101
654:	10001110
655:	10001111
656:	10010000
657:	10010001
658:	10010010
659:	10010011
660:	10010100
661:	10010101
662:	10010110
663:	10010111
664:	10011000
665:	10011001
666:	10011010
667:	10011011
668:	10011100
669:	10011101
670:	10011110
671:	10011111
672:	10100000
673:	10100001
674:	10100010
675:	10100011
676:	10100100
677:	10100101
678:	10100110
679:	10100111
680:	10101000
681:	10101001
682:	10101010
683:	10101011
684:	10101100
685:	10101101
686:	10101110
687:	10101111
688:	10110000
689:	10110001
690:	10110010
691:	10110011
692:	10110100
693:	10110101
694:	10110110
695:	10110111
696:	10111000
697:	10111001
698:	10111010
699:	10111011
700:	10111100
701:	10111101
702:	10111110
703:	10111111
704:	11000000
705:	11000001
706:	11000010
707:	11000011
708:	11000100
709:	11000101
710:	11000110
711:	11000111
712:	11001000
713:	11001001
714:	11001010
715:	11001011
716:	11001100
717:	11001101
718:	11001110
719:	11001111
720:	11010000
721:	11010001
722:	11010010
723:	11010011
724:	11010100
725:	11010101
726:	11010110
727:	11010111
728:	11011000
729:	11011001
730:	11011010
731:	11011011
732:	11011100
733:	11011101
734:	11011110
735:	11011111
736:	11100000
737:	11100001
738:	11100010
739:	11100011
740:	11100100
741:	11100101
742:	11100110
743:	11100111
744:	11101000
745:	11101001
746:	11101010
747:	11101011
748:	11101100
749:	11101101
750:	00000010
751:	00000001
752:	00000101
753:	00000001
754:	00000001
755:	00000010
756:	00000011
757:	00000100
758:	00000111
759:	00000010
760:	00000101
761:	00000111
762:	00000111
763:	00000001
764:	00000010
765:	11111101
766:	11111110
767:	11111111
768:	00000000
769:	00000001
770:	00000010
771:	00000011
772:	00000100
773:	00000101
774:	00000110
775:	00000111
776:	00001000
777:	00001001
778:	00001010
779:	00001011
780:	00001100
781:	00001101
782:	00001110
783:	00001111
784:	00010000
785:	00010001
786:	00010010
787:	00010011
788:	00010100
789:	00010101
790:	00010110
791:	00010111
792:	00011000
793:	00011001
794:	00011010
795:	00011011
796:	00011100
797:	00011101
798:	00011110
799:	00011111
800:	00100000
801:	00100001
802:	00100010
803:	00100011
804:	00100100
805:	00100101
806:	00100110
807:	00100111
808:	00101000
809:	00101001
810:	00101010
811:	00101011
812:	00101100
813:	00101101
814:	00101110
815:	00101111
816:	00110000
817:	00110001
818:	00110010
819:	00110011
820:	00110100
821:	00110101
822:	00110110
823:	00110111
824:	00111000
825:	00111001
826:	00111010
827:	00000100
828:	00000101
829:	00000010
830:	00000010
831:	00000111
832:	00000110
833:	00000000
834:	00000111
835:	00000011
836:	00000011
837:	00000011
838:	00000011
839:	00000100
840:	00000110
841:	00000101
842:	00000101
843:	00000011
844:	00000000
845:	00000001
846:	00000110
847:	00000101
848:	01010000
849:	01010001
850:	01010010
851:	01010011
852:	01010100
853:	01010101
854:	01010110
855:	01010111
856:	01011000
857:	01011001
858:	01011010
859:	01011011
860:	01011100
861:	01011101
862:	01011110
863:	01011111
864:	01100000
865:	01100001
866:	01100010
867:	01100011
868:	01100100
869:	01100101
870:	01100110
871:	01100111
872:	01101000
873:	01101001
874:	01101010
875:	01101011
876:	01101100
877:	01101101
878:	01101110
879:	01101111
880:	01110000
881:	01110001
882:	01110010
883:	01110011
884:	01110100
885:	01110101
886:	01110110
887:	01110111
888:	01111000
889:	01111001
890:	01111010
891:	01111011
892:	01111100
893:	01111101
894:	01111110
895:	01111111
896:	10000000
897:	10000001
898:	10000010
899:	10000011
900:	10000100
901:	10000101
902:	10000110
