903:	10000111
904:	10001000
905:	10001001
906:	10001010
907:	10001011
908:	10001100
909:	10001101
910:	10001110
911:	10001111
912:	10010000
913:	10010001
914:	10010010
915:	10010011
916:	10010100
917:	10010101
918:	10010110
919:	10010111
920:	10011000
921:	10011001
922:	10011010
923:	10011011
924:	10011100
925:	10011101
926:	10011110
927:	10011111
928:	10100000
929:	10100001
930:	10100010
931:	10100011
932:	10100100
933:	10100101
934:	10100110
935:	10100111
936:	10101000
937:	10101001
938:	10101010
939:	10101011
940:	10101100
941:	10101101
942:	10101110
943:	10101111
944:	10110000
945:	10110001
946:	10110010
947:	10110011
948:	10110100
949:	10110101
950:	10110110
951:	10110111
952:	10111000
953:	10111001
954:	10111010
955:	10111011
956:	10111100
957:	10111101
958:	10111110
959:	10111111
960:	11000000
961:	11000001
962:	11000010
963:	11000011
964:	11000100
965:	11000101
966:	11000110
967:	11000111
968:	11001000
969:	11001001
970:	11001010
971:	11001011
972:	11001100
973:	11001101
974:	11001110
975:	11001111
976:	11010000
977:	11010001
978:	11010010
979:	11010011
980:	11010100
981:	11010101
982:	11010110
983:	11010111
984:	11011000
985:	11011001
986:	11011010
987:	11011011
988:	11011100
989:	11011101
990:	11011110
991:	11011111
992:	11100000
993:	11100001
994:	11100010
995:	11100011
996:	11100100
997:	11100101
998:	11100110
999:	00000100
1000:	00000010
1001:	00000011
1002:	00000000
1003:	00000011
1004:	00000101
1005:	00000000
1006:	00000000
1007:	00000100
1008:	00000001
1009:	00000011
1010:	00000011
1011:	00000110
1012:	00000100
1013:	00000111
1014:	00000000
1015:	00000001
1016:	00000101
1017:	00000111
1018:	00000111
1019:	00000100
1020:	00000110
1021:	00000010
1022:	00000111
1023:	00000000
